cbsa,metro,geotype,group,year,poor,_20plus_poor,_20plus_poor_share,_40plus_poor,_40plus_poor_share
12420,"Austin-Round Rock, TX",City,Hispanic,2005-09,64280.00000,47738.00000,0.74266,9738.00000,0.15149
12420,"Austin-Round Rock, TX",City,Hispanic,2010-14,81192.00000,69027.00000,0.85017,16749.00000,0.20629
12420,"Austin-Round Rock, TX",City,Non-Hispanic White,2000,25694.00000,10413.00000,0.40527,585.00000,0.02277
12420,"Austin-Round Rock, TX",City,Non-Hispanic White,2005-09,32975.00000,14608.00000,0.44300,2534.00000,0.07685
12420,"Austin-Round Rock, TX",City,Non-Hispanic White,2010-14,37228.00000,17860.00000,0.47975,2512.00000,0.06748
12420,"Austin-Round Rock, TX",Metro,All,2000,123975.00000,52509.00000,0.42355,7006.00000,0.05651
12420,"Austin-Round Rock, TX",Metro,All,2005-09,192924.00000,96799.00000,0.50175,21166.00000,0.10971
12420,"Austin-Round Rock, TX",Metro,All,2010-14,251314.00000,137182.00000,0.54586,32569.00000,0.12959
12420,"Austin-Round Rock, TX",Metro,Black,2000,16136.00000,8149.00000,0.50502,1441.00000,0.08930
12420,"Austin-Round Rock, TX",Metro,Black,2005-09,23888.00000,14843.00000,0.62136,2506.00000,0.10491
12420,"Austin-Round Rock, TX",Metro,Black,2010-14,27255.00000,16249.00000,0.59618,3274.00000,0.12012
12420,"Austin-Round Rock, TX",Metro,Hispanic,2000,55913.00000,26550.00000,0.47484,2860.00000,0.05115
12420,"Austin-Round Rock, TX",Metro,Hispanic,2005-09,96064.00000,57499.00000,0.59855,12096.00000,0.12592
12420,"Austin-Round Rock, TX",Metro,Hispanic,2010-14,136121.00000,89592.00000,0.65818,20760.00000,0.15251
12420,"Austin-Round Rock, TX",Metro,Non-Hispanic White,2000,44330.00000,13672.00000,0.30841,2356.00000,0.05315
12420,"Austin-Round Rock, TX",Metro,Non-Hispanic White,2005-09,63575.00000,20866.00000,0.32821,5646.00000,0.08881
12420,"Austin-Round Rock, TX",Metro,Non-Hispanic White,2010-14,74924.00000,26368.00000,0.35193,7090.00000,0.09463
12420,"Austin-Round Rock, TX",Suburb,All,2000,43131.00000,8277.00000,0.19190,3977.00000,0.09221
12420,"Austin-Round Rock, TX",Suburb,All,2005-09,73294.00000,19291.00000,0.26320,6703.00000,0.09145
12420,"Austin-Round Rock, TX",Suburb,All,2010-14,109172.00000,33801.00000,0.30961,9662.00000,0.08850
12420,"Austin-Round Rock, TX",Suburb,Black,2000,5516.00000,1735.00000,0.31454,573.00000,0.10388
12420,"Austin-Round Rock, TX",Suburb,Black,2005-09,7437.00000,2933.00000,0.39438,1007.00000,0.13540
12420,"Austin-Round Rock, TX",Suburb,Black,2010-14,11888.00000,4043.00000,0.34009,702.00000,0.05905
12420,"Austin-Round Rock, TX",Suburb,Hispanic,2000,17657.00000,3063.00000,0.17347,1499.00000,0.08490
12420,"Austin-Round Rock, TX",Suburb,Hispanic,2005-09,31784.00000,9761.00000,0.30710,2358.00000,0.07419
12420,"Austin-Round Rock, TX",Suburb,Hispanic,2010-14,54929.00000,20565.00000,0.37439,4011.00000,0.07302
12420,"Austin-Round Rock, TX",Suburb,Non-Hispanic White,2000,18636.00000,3259.00000,0.17488,1771.00000,0.09503
12420,"Austin-Round Rock, TX",Suburb,Non-Hispanic White,2005-09,30600.00000,6258.00000,0.20451,3112.00000,0.10170
12420,"Austin-Round Rock, TX",Suburb,Non-Hispanic White,2010-14,37696.00000,8508.00000,0.22570,4578.00000,0.12145
12540,"Bakersfield, CA",City,All,2000,47078.00000,32812.00000,0.69697,15783.00000,0.33525
12540,"Bakersfield, CA",City,All,2005-09,51013.00000,30931.00000,0.60634,12402.00000,0.24311
12540,"Bakersfield, CA",City,All,2010-14,70254.00000,50105.00000,0.71320,23284.00000,0.33143
12540,"Bakersfield, CA",City,Black,2000,8265.00000,6461.00000,0.78173,3521.00000,0.42601
12540,"Bakersfield, CA",City,Black,2005-09,7605.00000,5668.00000,0.74530,2445.00000,0.32150
12540,"Bakersfield, CA",City,Black,2010-14,8755.00000,6837.00000,0.78093,3381.00000,0.38618
12540,"Bakersfield, CA",City,Hispanic,2000,24638.00000,19853.00000,0.80579,10929.00000,0.44358
12540,"Bakersfield, CA",City,Hispanic,2005-09,29758.00000,19226.00000,0.64608,9000.00000,0.30244
12540,"Bakersfield, CA",City,Hispanic,2010-14,43803.00000,34476.00000,0.78707,17655.00000,0.40305
12540,"Bakersfield, CA",City,Non-Hispanic White,2000,11758.00000,5444.00000,0.46300,1086.00000,0.09236
12540,"Bakersfield, CA",City,Non-Hispanic White,2005-09,10709.00000,4633.00000,0.43263,634.00000,0.05920
12540,"Bakersfield, CA",City,Non-Hispanic White,2010-14,14164.00000,6850.00000,0.48362,1748.00000,0.12341
12540,"Bakersfield, CA",Metro,All,2000,130949.00000,93687.00000,0.71545,28814.00000,0.22004
12540,"Bakersfield, CA",Metro,All,2005-09,151223.00000,105967.00000,0.70073,24514.00000,0.16210
12540,"Bakersfield, CA",Metro,All,2010-14,192972.00000,149385.00000,0.77413,61165.00000,0.31696
12540,"Bakersfield, CA",Metro,Black,2000,11472.00000,8504.00000,0.74128,4164.00000,0.36297
12540,"Bakersfield, CA",Metro,Black,2005-09,12966.00000,10371.00000,0.79986,4174.00000,0.32192
12540,"Bakersfield, CA",Metro,Black,2010-14,15067.00000,11733.00000,0.77872,5066.00000,0.33623
12540,"Bakersfield, CA",Metro,Hispanic,2000,75075.00000,64079.00000,0.85353,21398.00000,0.28502
12540,"Bakersfield, CA",Metro,Hispanic,2005-09,95277.00000,73775.00000,0.77432,18045.00000,0.18940
12540,"Bakersfield, CA",Metro,Hispanic,2010-14,123401.00000,104100.00000,0.84359,44098.00000,0.35736
12540,"Bakersfield, CA",Metro,Non-Hispanic White,2000,37938.00000,17630.00000,0.46471,2413.00000,0.06360
12540,"Bakersfield, CA",Metro,Non-Hispanic White,2005-09,36305.00000,18173.00000,0.50056,1563.00000,0.04305
12540,"Bakersfield, CA",Metro,Non-Hispanic White,2010-14,45428.00000,27358.00000,0.60223,10220.00000,0.22497
12540,"Bakersfield, CA",Suburb,All,2000,83871.00000,60875.00000,0.72582,13031.00000,0.15537
12540,"Bakersfield, CA",Suburb,All,2005-09,100210.00000,75036.00000,0.74879,12112.00000,0.12087
12540,"Bakersfield, CA",Suburb,All,2010-14,122718.00000,99280.00000,0.80901,37881.00000,0.30868
12540,"Bakersfield, CA",Suburb,Black,2000,3207.00000,2043.00000,0.63704,643.00000,0.20050
12540,"Bakersfield, CA",Suburb,Black,2005-09,5361.00000,4703.00000,0.87726,1729.00000,0.32251
12540,"Bakersfield, CA",Suburb,Black,2010-14,6312.00000,4896.00000,0.77567,1685.00000,0.26695
12540,"Bakersfield, CA",Suburb,Hispanic,2000,50437.00000,44226.00000,0.87686,10469.00000,0.20757
12540,"Bakersfield, CA",Suburb,Hispanic,2005-09,65519.00000,54549.00000,0.83257,9045.00000,0.13805
12540,"Bakersfield, CA",Suburb,Hispanic,2010-14,79598.00000,69624.00000,0.87470,26443.00000,0.33221
12540,"Bakersfield, CA",Suburb,Non-Hispanic White,2000,26180.00000,12186.00000,0.46547,1327.00000,0.05069
12540,"Bakersfield, CA",Suburb,Non-Hispanic White,2005-09,25596.00000,13540.00000,0.52899,929.00000,0.03629
12540,"Bakersfield, CA",Suburb,Non-Hispanic White,2010-14,31264.00000,20508.00000,0.65596,8472.00000,0.27098
12580,"Baltimore-Columbia-Towson, MD",City,All,2000,141432.00000,103473.00000,0.73161,31371.00000,0.22181
12580,"Baltimore-Columbia-Towson, MD",City,All,2005-09,122085.00000,86282.00000,0.70674,19512.00000,0.15982
12580,"Baltimore-Columbia-Towson, MD",City,All,2010-14,143124.00000,111473.00000,0.77886,30283.00000,0.21159
12580,"Baltimore-Columbia-Towson, MD",City,Black,2000,109694.00000,87742.00000,0.79988,28722.00000,0.26184
12580,"Baltimore-Columbia-Towson, MD",City,Black,2005-09,91377.00000,69391.00000,0.75939,18185.00000,0.19901
12580,"Baltimore-Columbia-Towson, MD",City,Black,2010-14,107359.00000,88491.00000,0.82425,26317.00000,0.24513
12580,"Baltimore-Columbia-Towson, MD",City,Hispanic,2000,2264.00000,1126.00000,0.49735,154.00000,0.06802
12580,"Baltimore-Columbia-Towson, MD",City,Hispanic,2005-09,3528.00000,2731.00000,0.77409,166.00000,0.04705
12580,"Baltimore-Columbia-Towson, MD",City,Hispanic,2010-14,6667.00000,4513.00000,0.67692,1020.00000,0.15299
12580,"Baltimore-Columbia-Towson, MD",City,Non-Hispanic White,2000,24551.00000,11220.00000,0.45701,1799.00000,0.07328
12580,"Baltimore-Columbia-Towson, MD",City,Non-Hispanic White,2005-09,23359.00000,11882.00000,0.50867,968.00000,0.04144
12580,"Baltimore-Columbia-Towson, MD",City,Non-Hispanic White,2010-14,23080.00000,13948.00000,0.60433,1860.00000,0.08059
12580,"Baltimore-Columbia-Towson, MD",Metro,All,2000,238914.00000,108516.00000,0.45421,31371.00000,0.13131
12580,"Baltimore-Columbia-Towson, MD",Metro,All,2005-09,241499.00000,98684.00000,0.40863,19512.00000,0.08080
12580,"Baltimore-Columbia-Towson, MD",Metro,All,2010-14,293197.00000,129348.00000,0.44116,30283.00000,0.10329
12580,"Baltimore-Columbia-Towson, MD",Metro,Black,2000,137837.00000,90166.00000,0.65415,28722.00000,0.20838
12580,"Baltimore-Columbia-Towson, MD",Metro,Black,2005-09,128830.00000,74708.00000,0.57990,18185.00000,0.14116
12580,"Baltimore-Columbia-Towson, MD",Metro,Black,2010-14,153632.00000,95608.00000,0.62232,26317.00000,0.17130
12580,"Baltimore-Columbia-Towson, MD",Metro,Hispanic,2000,5915.00000,1358.00000,0.22959,154.00000,0.02604
12580,"Baltimore-Columbia-Towson, MD",Metro,Hispanic,2005-09,10875.00000,3230.00000,0.29701,166.00000,0.01526
12580,"Baltimore-Columbia-Towson, MD",Metro,Hispanic,2010-14,20003.00000,6766.00000,0.33825,1020.00000,0.05099
12580,"Baltimore-Columbia-Towson, MD",Metro,Non-Hispanic White,2000,82693.00000,13390.00000,0.16192,1799.00000,0.02176
12580,"Baltimore-Columbia-Towson, MD",Metro,Non-Hispanic White,2005-09,89270.00000,17708.00000,0.19836,968.00000,0.01084
12580,"Baltimore-Columbia-Towson, MD",Metro,Non-Hispanic White,2010-14,98600.00000,20962.00000,0.21260,1860.00000,0.01886
12580,"Baltimore-Columbia-Towson, MD",Suburb,All,2000,97482.00000,5043.00000,0.05173,0.00000,0.00000
12580,"Baltimore-Columbia-Towson, MD",Suburb,All,2005-09,119414.00000,12402.00000,0.10386,0.00000,0.00000
12580,"Baltimore-Columbia-Towson, MD",Suburb,All,2010-14,150073.00000,17875.00000,0.11911,0.00000,0.00000
12580,"Baltimore-Columbia-Towson, MD",Suburb,Black,2000,28143.00000,2424.00000,0.08613,0.00000,0.00000
12580,"Baltimore-Columbia-Towson, MD",Suburb,Black,2005-09,37453.00000,5317.00000,0.14196,0.00000,0.00000
12580,"Baltimore-Columbia-Towson, MD",Suburb,Black,2010-14,46273.00000,7117.00000,0.15380,0.00000,0.00000
12580,"Baltimore-Columbia-Towson, MD",Suburb,Hispanic,2000,3651.00000,232.00000,0.06354,0.00000,0.00000
12580,"Baltimore-Columbia-Towson, MD",Suburb,Hispanic,2005-09,7347.00000,499.00000,0.06792,0.00000,0.00000
12580,"Baltimore-Columbia-Towson, MD",Suburb,Hispanic,2010-14,13336.00000,2253.00000,0.16894,0.00000,0.00000
12580,"Baltimore-Columbia-Towson, MD",Suburb,Non-Hispanic White,2000,58142.00000,2170.00000,0.03732,0.00000,0.00000
12580,"Baltimore-Columbia-Towson, MD",Suburb,Non-Hispanic White,2005-09,65911.00000,5826.00000,0.08839,0.00000,0.00000
12580,"Baltimore-Columbia-Towson, MD",Suburb,Non-Hispanic White,2010-14,75520.00000,7014.00000,0.09288,0.00000,0.00000
12940,"Baton Rouge, LA",City,All,2000,44354.00000,36804.00000,0.82978,10502.00000,0.23678
12940,"Baton Rouge, LA",City,All,2005-09,45883.00000,37305.00000,0.81305,21490.00000,0.46837
12940,"Baton Rouge, LA",City,All,2010-14,47247.00000,38700.00000,0.81910,12789.00000,0.27068
12940,"Baton Rouge, LA",City,Black,2000,33655.00000,31014.00000,0.92153,9143.00000,0.27167
12940,"Baton Rouge, LA",City,Black,2005-09,35594.00000,31558.00000,0.88661,20064.00000,0.56369
12940,"Baton Rouge, LA",City,Black,2010-14,35023.00000,31248.00000,0.89221,9076.00000,0.25914
12940,"Baton Rouge, LA",City,Hispanic,2000,837.00000,580.00000,0.69295,270.00000,0.32258
12940,"Baton Rouge, LA",City,Hispanic,2005-09,1105.00000,621.00000,0.56199,180.00000,0.16290
12940,"Baton Rouge, LA",City,Hispanic,2010-14,1776.00000,893.00000,0.50282,590.00000,0.33221
12940,"Baton Rouge, LA",City,Non-Hispanic White,2000,8357.00000,4226.00000,0.50568,986.00000,0.11798
12940,"Baton Rouge, LA",City,Non-Hispanic White,2005-09,7500.00000,3715.00000,0.49533,937.00000,0.12493
12940,"Baton Rouge, LA",City,Non-Hispanic White,2010-14,8555.00000,5009.00000,0.58551,2357.00000,0.27551
12940,"Baton Rouge, LA",Metro,All,2000,109900.00000,69332.00000,0.63086,10502.00000,0.09556
12940,"Baton Rouge, LA",Metro,All,2005-09,115641.00000,64865.00000,0.56092,26254.00000,0.22703
12940,"Baton Rouge, LA",Metro,All,2010-14,131418.00000,78503.00000,0.59735,14125.00000,0.10748
12940,"Baton Rouge, LA",Metro,Black,2000,70981.00000,56191.00000,0.79163,9143.00000,0.12881
12940,"Baton Rouge, LA",Metro,Black,2005-09,72470.00000,51410.00000,0.70940,23809.00000,0.32854
12940,"Baton Rouge, LA",Metro,Black,2010-14,76692.00000,56967.00000,0.74280,10412.00000,0.13576
12940,"Baton Rouge, LA",Metro,Hispanic,2000,1926.00000,976.00000,0.50675,270.00000,0.14019
12940,"Baton Rouge, LA",Metro,Hispanic,2005-09,4076.00000,1348.00000,0.33072,332.00000,0.08145
12940,"Baton Rouge, LA",Metro,Hispanic,2010-14,6513.00000,3087.00000,0.47398,590.00000,0.09059
12940,"Baton Rouge, LA",Metro,Non-Hispanic White,2000,34293.00000,10804.00000,0.31505,986.00000,0.02875
12940,"Baton Rouge, LA",Metro,Non-Hispanic White,2005-09,35652.00000,10216.00000,0.28655,1794.00000,0.05032
12940,"Baton Rouge, LA",Metro,Non-Hispanic White,2010-14,43960.00000,16408.00000,0.37325,2357.00000,0.05362
12940,"Baton Rouge, LA",Suburb,All,2000,65546.00000,32528.00000,0.49626,0.00000,0.00000
12940,"Baton Rouge, LA",Suburb,All,2005-09,69758.00000,27560.00000,0.39508,4764.00000,0.06829
12940,"Baton Rouge, LA",Suburb,All,2010-14,84171.00000,39803.00000,0.47288,1336.00000,0.01587
12940,"Baton Rouge, LA",Suburb,Black,2000,37326.00000,25177.00000,0.67452,0.00000,0.00000
12940,"Baton Rouge, LA",Suburb,Black,2005-09,36876.00000,19852.00000,0.53834,3745.00000,0.10156
12940,"Baton Rouge, LA",Suburb,Black,2010-14,41669.00000,25719.00000,0.61722,1336.00000,0.03206
12940,"Baton Rouge, LA",Suburb,Hispanic,2000,1089.00000,396.00000,0.36364,0.00000,0.00000
12940,"Baton Rouge, LA",Suburb,Hispanic,2005-09,2971.00000,727.00000,0.24470,152.00000,0.05116
12940,"Baton Rouge, LA",Suburb,Hispanic,2010-14,4737.00000,2194.00000,0.46316,0.00000,0.00000
12940,"Baton Rouge, LA",Suburb,Non-Hispanic White,2000,25936.00000,6578.00000,0.25362,0.00000,0.00000
12940,"Baton Rouge, LA",Suburb,Non-Hispanic White,2005-09,28152.00000,6501.00000,0.23092,857.00000,0.03044
12940,"Baton Rouge, LA",Suburb,Non-Hispanic White,2010-14,35405.00000,11399.00000,0.32196,0.00000,0.00000
13820,"Birmingham-Hoover, AL",City,All,2000,56399.00000,46219.00000,0.81950,11521.00000,0.20428
13820,"Birmingham-Hoover, AL",City,All,2005-09,56055.00000,46202.00000,0.82423,14038.00000,0.25043
13820,"Birmingham-Hoover, AL",City,All,2010-14,59965.00000,54326.00000,0.90596,22549.00000,0.37604
13820,"Birmingham-Hoover, AL",City,Black,2000,47888.00000,42115.00000,0.87945,10591.00000,0.22116
13820,"Birmingham-Hoover, AL",City,Black,2005-09,45182.00000,40028.00000,0.88593,12420.00000,0.27489
13820,"Birmingham-Hoover, AL",City,Black,2010-14,47962.00000,44776.00000,0.93357,20716.00000,0.43193
13820,"Birmingham-Hoover, AL",City,Hispanic,2000,1263.00000,780.00000,0.61758,237.00000,0.18765
13820,"Birmingham-Hoover, AL",City,Hispanic,2005-09,1814.00000,998.00000,0.55017,130.00000,0.07166
13820,"Birmingham-Hoover, AL",City,Hispanic,2010-14,3229.00000,2892.00000,0.89563,429.00000,0.13286
13820,"Birmingham-Hoover, AL",City,Non-Hispanic White,2000,6610.00000,2968.00000,0.44902,603.00000,0.09123
13820,"Birmingham-Hoover, AL",City,Non-Hispanic White,2005-09,7734.00000,4198.00000,0.54280,1377.00000,0.17804
13820,"Birmingham-Hoover, AL",City,Non-Hispanic White,2010-14,8028.00000,5996.00000,0.74689,1337.00000,0.16654
13820,"Birmingham-Hoover, AL",Metro,All,2000,138811.00000,64299.00000,0.46321,14143.00000,0.10189
13820,"Birmingham-Hoover, AL",Metro,All,2005-09,144616.00000,65926.00000,0.45587,16016.00000,0.11075
13820,"Birmingham-Hoover, AL",Metro,All,2010-14,185717.00000,108529.00000,0.58438,27712.00000,0.14922
13820,"Birmingham-Hoover, AL",Metro,Black,2000,73409.00000,54017.00000,0.73584,13203.00000,0.17986
13820,"Birmingham-Hoover, AL",Metro,Black,2005-09,72795.00000,52347.00000,0.71910,14288.00000,0.19628
13820,"Birmingham-Hoover, AL",Metro,Black,2010-14,85404.00000,64781.00000,0.75852,25065.00000,0.29349
13820,"Birmingham-Hoover, AL",Metro,Hispanic,2000,4536.00000,958.00000,0.21120,243.00000,0.05357
13820,"Birmingham-Hoover, AL",Metro,Hispanic,2005-09,8617.00000,2007.00000,0.23291,181.00000,0.02100
13820,"Birmingham-Hoover, AL",Metro,Hispanic,2010-14,17435.00000,9780.00000,0.56094,677.00000,0.03883
13820,"Birmingham-Hoover, AL",Metro,Non-Hispanic White,2000,58673.00000,8728.00000,0.14876,612.00000,0.01043
13820,"Birmingham-Hoover, AL",Metro,Non-Hispanic White,2005-09,59809.00000,10451.00000,0.17474,1436.00000,0.02401
13820,"Birmingham-Hoover, AL",Metro,Non-Hispanic White,2010-14,78492.00000,32010.00000,0.40781,1822.00000,0.02321
13820,"Birmingham-Hoover, AL",Suburb,All,2000,82412.00000,18080.00000,0.21939,2622.00000,0.03182
13820,"Birmingham-Hoover, AL",Suburb,All,2005-09,88561.00000,19724.00000,0.22272,1978.00000,0.02233
13820,"Birmingham-Hoover, AL",Suburb,All,2010-14,125752.00000,54203.00000,0.43103,5163.00000,0.04106
13820,"Birmingham-Hoover, AL",Suburb,Black,2000,25521.00000,11902.00000,0.46636,2612.00000,0.10235
13820,"Birmingham-Hoover, AL",Suburb,Black,2005-09,27613.00000,12319.00000,0.44613,1868.00000,0.06765
13820,"Birmingham-Hoover, AL",Suburb,Black,2010-14,37442.00000,20005.00000,0.53429,4349.00000,0.11615
13820,"Birmingham-Hoover, AL",Suburb,Hispanic,2000,3273.00000,178.00000,0.05438,6.00000,0.00183
13820,"Birmingham-Hoover, AL",Suburb,Hispanic,2005-09,6803.00000,1009.00000,0.14832,51.00000,0.00750
13820,"Birmingham-Hoover, AL",Suburb,Hispanic,2010-14,14206.00000,6888.00000,0.48487,248.00000,0.01746
13820,"Birmingham-Hoover, AL",Suburb,Non-Hispanic White,2000,52063.00000,5760.00000,0.11064,9.00000,0.00017
13820,"Birmingham-Hoover, AL",Suburb,Non-Hispanic White,2005-09,52075.00000,6253.00000,0.12008,59.00000,0.00113
13820,"Birmingham-Hoover, AL",Suburb,Non-Hispanic White,2010-14,70464.00000,26014.00000,0.36918,485.00000,0.00688
14260,"Boise City, ID",City,All,2000,14066.00000,712.00000,0.05062,0.00000,0.00000
14260,"Boise City, ID",City,All,2005-09,22024.00000,8910.00000,0.40456,0.00000,0.00000
14260,"Boise City, ID",City,All,2010-14,27322.00000,12823.00000,0.46933,3640.00000,0.13323
14260,"Boise City, ID",City,Black,2000,318.00000,32.00000,0.10063,0.00000,0.00000
14260,"Boise City, ID",City,Black,2005-09,831.00000,580.00000,0.69795,0.00000,0.00000
14260,"Boise City, ID",City,Black,2010-14,1034.00000,660.00000,0.63830,453.00000,0.43810
14260,"Boise City, ID",City,Hispanic,2000,1152.00000,35.00000,0.03038,0.00000,0.00000
14260,"Boise City, ID",City,Hispanic,2005-09,3449.00000,1962.00000,0.56886,0.00000,0.00000
14260,"Boise City, ID",City,Hispanic,2010-14,3917.00000,1869.00000,0.47715,885.00000,0.22594
14260,"Boise City, ID",City,Non-Hispanic White,2000,11437.00000,612.00000,0.05351,0.00000,0.00000
14260,"Boise City, ID",City,Non-Hispanic White,2005-09,16110.00000,5687.00000,0.35301,0.00000,0.00000
14260,"Boise City, ID",City,Non-Hispanic White,2010-14,19945.00000,9060.00000,0.45425,1826.00000,0.09155
14260,"Boise City, ID",Metro,All,2000,41522.00000,2878.00000,0.06931,0.00000,0.00000
14260,"Boise City, ID",Metro,All,2005-09,66947.00000,17115.00000,0.25565,1687.00000,0.02520
14260,"Boise City, ID",Metro,All,2010-14,95687.00000,38350.00000,0.40079,9721.00000,0.10159
14260,"Boise City, ID",Metro,Black,2000,366.00000,36.00000,0.09836,0.00000,0.00000
14260,"Boise City, ID",Metro,Black,2005-09,1251.00000,580.00000,0.46363,0.00000,0.00000
14260,"Boise City, ID",Metro,Black,2010-14,1175.00000,733.00000,0.62383,474.00000,0.40340
14260,"Boise City, ID",Metro,Hispanic,2000,8400.00000,1049.00000,0.12488,0.00000,0.00000
14260,"Boise City, ID",Metro,Hispanic,2005-09,18289.00000,6318.00000,0.34545,1014.00000,0.05544
14260,"Boise City, ID",Metro,Hispanic,2010-14,23476.00000,12674.00000,0.53987,3438.00000,0.14645
14260,"Boise City, ID",Metro,Non-Hispanic White,2000,30277.00000,1714.00000,0.05661,0.00000,0.00000
14260,"Boise City, ID",Metro,Non-Hispanic White,2005-09,43575.00000,9333.00000,0.21418,672.00000,0.01542
14260,"Boise City, ID",Metro,Non-Hispanic White,2010-14,64639.00000,22414.00000,0.34676,5188.00000,0.08026
14260,"Boise City, ID",Suburb,All,2000,27456.00000,2166.00000,0.07889,0.00000,0.00000
14260,"Boise City, ID",Suburb,All,2005-09,44923.00000,8205.00000,0.18265,1687.00000,0.03755
14260,"Boise City, ID",Suburb,All,2010-14,68365.00000,25527.00000,0.37339,6081.00000,0.08895
14260,"Boise City, ID",Suburb,Black,2000,48.00000,4.00000,0.08333,0.00000,0.00000
14260,"Boise City, ID",Suburb,Black,2005-09,420.00000,0.00000,0.00000,0.00000,0.00000
14260,"Boise City, ID",Suburb,Black,2010-14,141.00000,73.00000,0.51773,21.00000,0.14894
14260,"Boise City, ID",Suburb,Hispanic,2000,7248.00000,1014.00000,0.13990,0.00000,0.00000
14260,"Boise City, ID",Suburb,Hispanic,2005-09,14840.00000,4356.00000,0.29353,1014.00000,0.06833
14260,"Boise City, ID",Suburb,Hispanic,2010-14,19559.00000,10805.00000,0.55243,2553.00000,0.13053
14260,"Boise City, ID",Suburb,Non-Hispanic White,2000,18840.00000,1102.00000,0.05849,0.00000,0.00000
14260,"Boise City, ID",Suburb,Non-Hispanic White,2005-09,27465.00000,3646.00000,0.13275,672.00000,0.02447
