cbsa,metro,geotype,group,_20plus_share_00to0509,_20plus_share_00to0509_sig,_20plus_share_0509to1014,_20plus_share_0509to1014_sig,_20plus_share_00to1014,_20plus_share_00to1014_sig,_40plus_share_00to0509,_40plus_share_00to0509_sig,_40plus_share_0509to1014,_40plus_share_0509to1014_sig,_40plus_share_00to1014,_40plus_share_00to1014_sig
14860,"Bridgeport-Stamford-Norwalk, CT",City,Black,0.12103,No Change,0.05867,No Change,0.17970,Increase,0.05837,Increase,-0.04210,No Change,0.01627,No Change
14860,"Bridgeport-Stamford-Norwalk, CT",City,Hispanic,-0.12122,Decrease,0.18000,Increase,0.05878,No Change,0.01945,No Change,-0.02054,No Change,-0.00109,No Change
14860,"Bridgeport-Stamford-Norwalk, CT",City,Non-Hispanic White,0.04235,No Change,0.02473,No Change,0.06708,No Change,0.01482,No Change,-0.00881,No Change,0.00601,No Change
14860,"Bridgeport-Stamford-Norwalk, CT",Metro,All,0.03547,No Change,0.05762,Increase,0.09308,Increase,0.03850,Increase,-0.03322,Decrease,0.00528,No Change
14860,"Bridgeport-Stamford-Norwalk, CT",Metro,Black,0.17434,Increase,-0.03741,No Change,0.13693,Increase,0.09178,Increase,-0.08090,Decrease,0.01088,No Change
14860,"Bridgeport-Stamford-Norwalk, CT",Metro,Hispanic,-0.07606,Decrease,0.15375,Increase,0.07769,Increase,0.03675,Increase,-0.04007,Decrease,-0.00333,No Change
14860,"Bridgeport-Stamford-Norwalk, CT",Metro,Non-Hispanic White,0.02436,No Change,-0.00110,No Change,0.02327,Increase,0.00651,No Change,-0.00638,No Change,0.00014,No Change
14860,"Bridgeport-Stamford-Norwalk, CT",Suburb,All,0.07416,Increase,-0.00195,No Change,0.07221,Increase,0.05028,Increase,-0.05028,Decrease,0.00000,#DIV/0!
14860,"Bridgeport-Stamford-Norwalk, CT",Suburb,Black,0.38066,Increase,-0.35206,Decrease,0.02860,No Change,0.21515,Increase,-0.21515,Decrease,0.00000,#DIV/0!
14860,"Bridgeport-Stamford-Norwalk, CT",Suburb,Hispanic,0.08419,Increase,0.08216,No Change,0.16635,Increase,0.08846,Increase,-0.08846,Decrease,0.00000,#DIV/0!
14860,"Bridgeport-Stamford-Norwalk, CT",Suburb,Non-Hispanic White,0.00162,No Change,0.03806,Increase,0.03968,Increase,0.00114,No Change,-0.00114,No Change,0.00000,#DIV/0!
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",City,All,0.05593,No Change,-0.01242,No Change,0.04351,No Change,-0.01116,No Change,0.18074,Increase,0.16959,Increase
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",City,Black,-0.00519,No Change,0.01087,No Change,0.00568,No Change,0.02438,No Change,0.11857,Increase,0.14295,Increase
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",City,Hispanic,0.03803,No Change,-0.02187,No Change,0.01616,No Change,-0.09079,Decrease,0.22650,Increase,0.13571,Increase
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",City,Non-Hispanic White,0.15436,Increase,-0.08017,No Change,0.07419,No Change,-0.02919,Decrease,0.18221,Increase,0.15302,Increase
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Metro,All,0.00070,No Change,0.03351,No Change,0.03421,Increase,-0.00563,No Change,0.10703,Increase,0.10140,Increase
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Metro,Black,-0.03097,No Change,0.02226,No Change,-0.00871,No Change,0.02410,No Change,0.12022,Increase,0.14432,Increase
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Metro,Hispanic,0.01673,No Change,-0.03095,No Change,-0.01422,No Change,-0.06207,No Change,0.15009,Increase,0.08802,Increase
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Metro,Non-Hispanic White,0.03303,Increase,0.01003,No Change,0.04306,Increase,-0.00249,No Change,0.06072,Increase,0.05822,Increase
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Suburb,All,0.01101,No Change,0.09735,Increase,0.10835,Increase,0.02549,Increase,0.04228,Increase,0.06777,Increase
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Suburb,Black,-0.08131,No Change,0.10194,No Change,0.02062,No Change,0.04990,No Change,0.13893,Increase,0.18883,Increase
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Suburb,Hispanic,0.04891,No Change,0.07833,No Change,0.12723,No Change,0.13468,Increase,-0.01024,No Change,0.12444,Increase
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Suburb,Non-Hispanic White,0.02337,Increase,0.08374,Increase,0.10711,Increase,0.01860,Increase,0.02522,Increase,0.04382,Increase
15980,"Cape Coral-Fort Myers, FL",City,All,0.00000,#DIV/0!,0.30577,Increase,0.30577,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
15980,"Cape Coral-Fort Myers, FL",City,Black,0.00000,#DIV/0!,0.53496,No Change,0.53496,No Change,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
15980,"Cape Coral-Fort Myers, FL",City,Hispanic,0.00000,#DIV/0!,0.39394,Increase,0.39394,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
15980,"Cape Coral-Fort Myers, FL",City,Non-Hispanic White,0.00000,#DIV/0!,0.23662,Increase,0.23662,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
15980,"Cape Coral-Fort Myers, FL",Metro,All,-0.12385,Decrease,0.36731,Increase,0.24346,Increase,-0.02434,Decrease,0.06935,Increase,0.04502,Increase
15980,"Cape Coral-Fort Myers, FL",Metro,Black,-0.21724,Decrease,0.28846,Increase,0.07122,No Change,-0.07285,Decrease,0.12027,Increase,0.04742,No Change
15980,"Cape Coral-Fort Myers, FL",Metro,Hispanic,-0.15130,Decrease,0.47752,Increase,0.32622,Increase,-0.01655,No Change,0.05238,Increase,0.03582,Increase
15980,"Cape Coral-Fort Myers, FL",Metro,Non-Hispanic White,-0.07444,Decrease,0.30623,Increase,0.23179,Increase,-0.00344,Decrease,0.07074,Increase,0.06730,Increase
15980,"Cape Coral-Fort Myers, FL",Suburb,All,-0.13074,Decrease,0.37345,Increase,0.24270,Increase,-0.02535,Decrease,0.08472,Increase,0.05937,Increase
15980,"Cape Coral-Fort Myers, FL",Suburb,Black,-0.18841,Decrease,0.25292,Increase,0.06451,No Change,-0.06185,No Change,0.12421,Increase,0.06236,No Change
15980,"Cape Coral-Fort Myers, FL",Suburb,Hispanic,-0.13619,Decrease,0.47600,Increase,0.33981,Increase,-0.01537,No Change,0.06190,Increase,0.04653,Increase
15980,"Cape Coral-Fort Myers, FL",Suburb,Non-Hispanic White,-0.09246,Decrease,0.32843,Increase,0.23597,Increase,-0.00436,Decrease,0.09503,Increase,0.09067,Increase
16700,"Charleston-North Charleston, SC",City,All,-0.08600,Decrease,-0.00676,No Change,-0.09276,Decrease,-0.11098,Decrease,0.13144,Increase,0.02046,No Change
16700,"Charleston-North Charleston, SC",City,Black,-0.06341,No Change,-0.05231,No Change,-0.11572,No Change,-0.15839,Decrease,0.10138,Increase,-0.05701,No Change
16700,"Charleston-North Charleston, SC",City,Hispanic,-0.59875,No Change,0.09004,No Change,-0.50871,Decrease,-0.24517,No Change,0.08533,No Change,-0.15984,Decrease
16700,"Charleston-North Charleston, SC",City,Non-Hispanic White,0.08107,No Change,-0.00700,No Change,0.07407,No Change,0.09989,Increase,0.15636,Increase,0.25625,Increase
16700,"Charleston-North Charleston, SC",Metro,All,0.02176,No Change,0.05545,Increase,0.07721,Increase,-0.01669,Decrease,0.02450,Increase,0.00781,No Change
16700,"Charleston-North Charleston, SC",Metro,Black,0.02153,No Change,0.05380,No Change,0.07533,Increase,-0.03572,Decrease,0.05754,Increase,0.02182,Increase
16700,"Charleston-North Charleston, SC",Metro,Hispanic,-0.14581,No Change,0.20221,No Change,0.05639,No Change,0.01061,No Change,-0.06639,No Change,-0.05578,Decrease
16700,"Charleston-North Charleston, SC",Metro,Non-Hispanic White,0.09580,Increase,0.04402,No Change,0.13982,Increase,0.03332,Increase,0.01431,No Change,0.04764,Increase
16700,"Charleston-North Charleston, SC",Suburb,All,0.04480,Increase,0.08123,Increase,0.12603,Increase,0.00453,No Change,0.01014,No Change,0.01467,Increase
16700,"Charleston-North Charleston, SC",Suburb,Black,0.05190,No Change,0.08407,No Change,0.13597,Increase,0.00407,No Change,0.04761,Increase,0.05168,Increase
16700,"Charleston-North Charleston, SC",Suburb,Hispanic,-0.10848,No Change,0.20484,No Change,0.09635,No Change,0.03204,No Change,-0.07722,No Change,-0.04518,Decrease
16700,"Charleston-North Charleston, SC",Suburb,Non-Hispanic White,0.07857,Increase,0.07647,Increase,0.15504,Increase,0.00927,No Change,-0.00295,No Change,0.00632,Increase
16740,"Charlotte-Concord-Gastonia, NC-SC",City,All,0.13035,Increase,0.22182,Increase,0.35217,Increase,0.06297,Increase,0.05633,Increase,0.11930,Increase
16740,"Charlotte-Concord-Gastonia, NC-SC",City,Black,0.08728,Increase,0.15019,Increase,0.23748,Increase,0.10923,Increase,0.03404,No Change,0.14327,Increase
16740,"Charlotte-Concord-Gastonia, NC-SC",City,Hispanic,0.25648,Increase,0.27507,Increase,0.53155,Increase,0.02602,Increase,0.07881,Increase,0.10483,Increase
16740,"Charlotte-Concord-Gastonia, NC-SC",City,Non-Hispanic White,0.13188,Increase,0.20713,Increase,0.33901,Increase,0.01063,No Change,0.04573,Increase,0.05636,Increase
16740,"Charlotte-Concord-Gastonia, NC-SC",Metro,All,0.16026,Increase,0.18736,Increase,0.34762,Increase,0.02791,Increase,0.06129,Increase,0.08920,Increase
16740,"Charlotte-Concord-Gastonia, NC-SC",Metro,Black,0.14588,Increase,0.16506,Increase,0.31094,Increase,0.06751,Increase,0.08691,Increase,0.15442,Increase
16740,"Charlotte-Concord-Gastonia, NC-SC",Metro,Hispanic,0.26107,Increase,0.23416,Increase,0.49523,Increase,0.01483,Increase,0.07066,Increase,0.08549,Increase
16740,"Charlotte-Concord-Gastonia, NC-SC",Metro,Non-Hispanic White,0.16327,Increase,0.16720,Increase,0.33047,Increase,0.00755,Increase,0.02990,Increase,0.03745,Increase
16740,"Charlotte-Concord-Gastonia, NC-SC",Suburb,All,0.18150,Increase,0.15877,Increase,0.34027,Increase,0.01273,Increase,0.05823,Increase,0.07096,Increase
16740,"Charlotte-Concord-Gastonia, NC-SC",Suburb,Black,0.18991,Increase,0.16713,Increase,0.35704,Increase,0.02864,Increase,0.12376,Increase,0.15239,Increase
16740,"Charlotte-Concord-Gastonia, NC-SC",Suburb,Hispanic,0.28223,Increase,0.16874,Increase,0.45097,Increase,0.00730,No Change,0.05832,Increase,0.06562,Increase
16740,"Charlotte-Concord-Gastonia, NC-SC",Suburb,Non-Hispanic White,0.17102,Increase,0.15956,Increase,0.33059,Increase,0.00710,Increase,0.02731,Increase,0.03441,Increase
16860,"Chattanooga, TN-GA",City,All,0.00612,No Change,0.03459,No Change,0.04072,No Change,0.04674,No Change,0.09096,Increase,0.13770,Increase
16860,"Chattanooga, TN-GA",City,Black,-0.00855,No Change,0.10780,No Change,0.09925,Increase,0.01169,No Change,0.16555,Increase,0.17724,Increase
16860,"Chattanooga, TN-GA",City,Hispanic,-0.03029,No Change,-0.03888,No Change,-0.06917,No Change,0.09735,No Change,0.11310,No Change,0.21045,Increase
16860,"Chattanooga, TN-GA",City,Non-Hispanic White,0.05000,No Change,-0.05807,No Change,-0.00808,No Change,0.13739,Increase,-0.01252,No Change,0.12486,Increase
16860,"Chattanooga, TN-GA",Metro,All,0.05899,Increase,0.02836,No Change,0.08735,Increase,0.02323,Increase,0.02868,Increase,0.05191,Increase
16860,"Chattanooga, TN-GA",Metro,Black,0.00747,No Change,0.06863,No Change,0.07611,No Change,0.00847,No Change,0.13889,Increase,0.14736,Increase
16860,"Chattanooga, TN-GA",Metro,Hispanic,0.07712,No Change,-0.04228,No Change,0.03484,No Change,0.07246,No Change,0.06537,No Change,0.13783,Increase
16860,"Chattanooga, TN-GA",Metro,Non-Hispanic White,0.07722,Increase,0.03310,No Change,0.11032,Increase,0.03890,Increase,-0.00993,No Change,0.02896,Increase
16860,"Chattanooga, TN-GA",Suburb,All,0.10096,Increase,0.04750,No Change,0.14845,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
16860,"Chattanooga, TN-GA",Suburb,Black,0.16170,No Change,-0.16173,No Change,-0.00003,No Change,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
16860,"Chattanooga, TN-GA",Suburb,Hispanic,0.16724,No Change,-0.03061,No Change,0.13663,No Change,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
16860,"Chattanooga, TN-GA",Suburb,Non-Hispanic White,0.08082,Increase,0.07181,Increase,0.15262,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
16980,"Chicago-Naperville-Elgin, IL-IN-WI",City,All,0.01947,No Change,0.04784,Increase,0.06731,Increase,0.05236,Increase,0.02283,Increase,0.07519,Increase
16980,"Chicago-Naperville-Elgin, IL-IN-WI",City,Black,0.03184,No Change,0.04667,Increase,0.07851,Increase,0.07803,Increase,0.06615,Increase,0.14419,Increase
16980,"Chicago-Naperville-Elgin, IL-IN-WI",City,Hispanic,0.02174,No Change,0.08577,Increase,0.10751,Increase,0.05036,Increase,0.00925,No Change,0.05962,Increase
16980,"Chicago-Naperville-Elgin, IL-IN-WI",City,Non-Hispanic White,0.04822,Increase,0.02930,No Change,0.07752,Increase,0.03019,Increase,-0.00654,No Change,0.02366,Increase
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metro,All,0.01043,No Change,0.04178,Increase,0.05221,Increase,0.02150,Increase,0.01245,Increase,0.03395,Increase
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metro,Black,0.01864,No Change,0.04339,Increase,0.06203,Increase,0.05005,Increase,0.04951,Increase,0.09956,Increase
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metro,Hispanic,0.02019,No Change,0.09408,Increase,0.11427,Increase,0.03147,Increase,0.00752,No Change,0.03899,Increase
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metro,Non-Hispanic White,0.04845,Increase,0.02448,Increase,0.07292,Increase,0.00222,No Change,0.00472,No Change,0.00694,Increase
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Suburb,All,0.07185,Increase,0.08367,Increase,0.15552,Increase,0.00896,Increase,0.02477,Increase,0.03373,Increase
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Suburb,Black,0.06880,Increase,0.08886,Increase,0.15767,Increase,0.03660,Increase,0.06170,Increase,0.09831,Increase
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Suburb,Hispanic,0.09652,Increase,0.15138,Increase,0.24790,Increase,0.01603,Increase,0.01729,Increase,0.03332,Increase
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Suburb,Non-Hispanic White,0.05346,Increase,0.03264,Increase,0.08610,Increase,-0.00956,Decrease,0.01086,Increase,0.00130,No Change
17140,"Cincinnati, OH-KY-IN",City,All,0.05144,No Change,0.12199,Increase,0.17343,Increase,0.03106,Increase,0.17998,Increase,0.21104,Increase
17140,"Cincinnati, OH-KY-IN",City,Black,0.03305,No Change,0.09939,No Change,0.13243,Increase,0.00596,No Change,0.17189,Increase,0.17785,Increase
17140,"Cincinnati, OH-KY-IN",City,Hispanic,0.09278,No Change,-0.01998,No Change,0.07280,No Change,-0.11198,No Change,0.21460,No Change,0.10261,No Change
17140,"Cincinnati, OH-KY-IN",City,Non-Hispanic White,0.10430,Increase,0.17959,Increase,0.28389,Increase,0.11804,Increase,0.18654,Increase,0.30459,Increase
17140,"Cincinnati, OH-KY-IN",Metro,All,0.10205,Increase,0.07552,Increase,0.17757,Increase,0.02623,Increase,0.04968,Increase,0.07592,Increase
17140,"Cincinnati, OH-KY-IN",Metro,Black,0.01753,No Change,0.06991,No Change,0.08744,Increase,-0.00344,No Change,0.11302,Increase,0.10958,Increase
17140,"Cincinnati, OH-KY-IN",Metro,Hispanic,0.10842,No Change,0.13827,No Change,0.24669,Increase,0.03873,No Change,0.01453,No Change,0.05326,Increase
17140,"Cincinnati, OH-KY-IN",Metro,Non-Hispanic White,0.16177,Increase,0.06611,Increase,0.22787,Increase,0.04658,Increase,0.01912,Increase,0.06570,Increase
17140,"Cincinnati, OH-KY-IN",Suburb,All,0.16867,Increase,0.07335,Increase,0.24202,Increase,0.04419,Increase,0.00554,No Change,0.04973,Increase
17140,"Cincinnati, OH-KY-IN",Suburb,Black,0.09560,Increase,0.07418,No Change,0.16978,Increase,0.06223,Increase,0.05465,Increase,0.11688,Increase
17140,"Cincinnati, OH-KY-IN",Suburb,Hispanic,0.13925,No Change,0.19989,Increase,0.33914,Increase,0.09677,Increase,-0.03481,No Change,0.06195,Increase
17140,"Cincinnati, OH-KY-IN",Suburb,Non-Hispanic White,0.17483,Increase,0.05736,Increase,0.23219,Increase,0.03420,Increase,-0.00212,No Change,0.03208,Increase
17460,"Cleveland-Elyria, OH",City,All,0.03045,No Change,0.08907,Increase,0.11951,Increase,0.14861,Increase,0.12117,Increase,0.26979,Increase
17460,"Cleveland-Elyria, OH",City,Black,0.02308,No Change,0.06506,No Change,0.08813,Increase,0.11917,Increase,0.16825,Increase,0.28742,Increase
17460,"Cleveland-Elyria, OH",City,Hispanic,0.01096,No Change,0.07416,No Change,0.08512,No Change,0.19187,Increase,0.04060,No Change,0.23247,Increase
17460,"Cleveland-Elyria, OH",City,Non-Hispanic White,0.05683,No Change,0.15807,Increase,0.21490,Increase,0.20676,Increase,0.02507,No Change,0.23183,Increase
17460,"Cleveland-Elyria, OH",Metro,All,0.02085,No Change,0.06294,Increase,0.08380,Increase,0.08883,Increase,0.04737,Increase,0.13620,Increase
17460,"Cleveland-Elyria, OH",Metro,Black,0.00609,No Change,0.04691,No Change,0.05300,Increase,0.11321,Increase,0.09313,Increase,0.20634,Increase
17460,"Cleveland-Elyria, OH",Metro,Hispanic,0.01332,No Change,0.08452,No Change,0.09784,Increase,0.13491,Increase,0.01274,No Change,0.14765,Increase
17460,"Cleveland-Elyria, OH",Metro,Non-Hispanic White,0.05433,Increase,0.07270,Increase,0.12703,Increase,0.06417,Increase,0.00817,No Change,0.07234,Increase
17460,"Cleveland-Elyria, OH",Suburb,All,0.11042,Increase,0.06198,Increase,0.17240,Increase,0.08043,Increase,0.00212,No Change,0.08256,Increase
17460,"Cleveland-Elyria, OH",Suburb,Black,0.08275,Increase,0.04019,No Change,0.12294,Increase,0.18704,Increase,-0.01932,No Change,0.16772,Increase
17460,"Cleveland-Elyria, OH",Suburb,Hispanic,0.14762,No Change,0.08291,No Change,0.23053,Increase,0.14831,Increase,-0.03212,No Change,0.11619,Increase
17460,"Cleveland-Elyria, OH",Suburb,Non-Hispanic White,0.09405,Increase,0.06442,Increase,0.15847,Increase,0.02663,Increase,0.01246,Increase,0.03909,Increase
17820,"Colorado Springs, CO",City,All,0.27564,Increase,0.04700,No Change,0.32264,Increase,0.02808,Increase,-0.00328,No Change,0.02480,Increase
17820,"Colorado Springs, CO",City,Black,0.42268,Increase,-0.00727,No Change,0.41541,Increase,0.04383,Increase,-0.00686,No Change,0.03698,Increase
17820,"Colorado Springs, CO",City,Hispanic,0.30272,Increase,0.11128,No Change,0.41400,Increase,0.04403,Increase,-0.00207,No Change,0.04196,Increase
17820,"Colorado Springs, CO",City,Non-Hispanic White,0.25124,Increase,-0.01023,No Change,0.24101,Increase,0.01993,Increase,-0.00644,No Change,0.01349,Increase
17820,"Colorado Springs, CO",Metro,All,0.29067,Increase,-0.01687,No Change,0.27380,Increase,0.02079,Increase,-0.00313,No Change,0.01766,Increase
17820,"Colorado Springs, CO",Metro,Black,0.42493,Increase,-0.03716,No Change,0.38777,Increase,0.03687,Increase,-0.00561,No Change,0.03126,Increase
17820,"Colorado Springs, CO",Metro,Hispanic,0.33817,Increase,0.04221,No Change,0.38039,Increase,0.03634,Increase,-0.00094,No Change,0.03540,Increase
17820,"Colorado Springs, CO",Metro,Non-Hispanic White,0.25527,Increase,-0.05568,No Change,0.19959,Increase,0.01376,Increase,-0.00585,No Change,0.00791,Increase
17820,"Colorado Springs, CO",Suburb,All,0.33122,Increase,-0.17804,Decrease,0.15319,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
17820,"Colorado Springs, CO",Suburb,Black,0.46533,No Change,-0.21400,No Change,0.25134,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
17820,"Colorado Springs, CO",Suburb,Hispanic,0.48897,Increase,-0.29928,Decrease,0.18969,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
17820,"Colorado Springs, CO",Suburb,Non-Hispanic White,0.26337,Increase,-0.12649,Decrease,0.13687,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
17900,"Columbia, SC",City,All,0.11155,Increase,-0.00215,No Change,0.10940,Increase,-0.00638,No Change,0.20384,Increase,0.19746,Increase
17900,"Columbia, SC",City,Black,0.15149,Increase,-0.03699,No Change,0.11450,Increase,-0.01093,No Change,0.23832,Increase,0.22739,Increase
17900,"Columbia, SC",City,Hispanic,0.16573,No Change,-0.09340,No Change,0.07234,No Change,-0.01617,No Change,0.37507,No Change,0.35891,No Change
17900,"Columbia, SC",City,Non-Hispanic White,-0.00710,No Change,0.13613,No Change,0.12903,Increase,0.03961,No Change,0.07366,No Change,0.11326,Increase
17900,"Columbia, SC",Metro,All,0.06118,Increase,0.12651,Increase,0.18770,Increase,0.01034,No Change,0.03397,Increase,0.04430,Increase
17900,"Columbia, SC",Metro,Black,0.06082,Increase,0.10334,Increase,0.16416,Increase,0.00509,No Change,0.05824,Increase,0.06333,Increase
17900,"Columbia, SC",Metro,Hispanic,0.16241,No Change,0.17508,No Change,0.33750,Increase,0.00831,No Change,0.05920,No Change,0.06751,Increase
17900,"Columbia, SC",Metro,Non-Hispanic White,0.05329,Increase,0.16395,Increase,0.21724,Increase,0.02528,Increase,0.00219,No Change,0.02747,Increase
17900,"Columbia, SC",Suburb,All,0.04973,Increase,0.18292,Increase,0.23265,Increase,0.01710,Increase,0.00821,Increase,0.02531,Increase
17900,"Columbia, SC",Suburb,Black,0.02798,No Change,0.18004,Increase,0.20802,Increase,0.01419,Increase,0.01874,Increase,0.03293,Increase
17900,"Columbia, SC",Suburb,Hispanic,0.10398,No Change,0.25684,Increase,0.36082,Increase,0.00801,Increase,0.02385,No Change,0.03187,Increase
17900,"Columbia, SC",Suburb,Non-Hispanic White,0.06799,Increase,0.17459,Increase,0.24258,Increase,0.02322,Increase,-0.00688,No Change,0.01634,Increase
18140,"Columbus, OH",City,All,0.16108,Increase,0.03911,No Change,0.20019,Increase,0.09255,Increase,0.11413,Increase,0.20669,Increase
18140,"Columbus, OH",City,Black,0.13455,Increase,-0.04002,No Change,0.09453,Increase,0.09008,Increase,0.12897,Increase,0.21905,Increase
